Hip desired,Hip actual,Knee desired,Knee actual,Ankle desired,Ankle actual,M_term Hip,M_term Knee,M_term Ankle
4.75733,4.09573,-0.85897,0.306796,0.322415,0,-2.35199,-1.1079,-0.119905
4.88095,4.36878,-0.865907,0.306796,0.293962,0,-2.25189,-1.05496,-0.113569
4.91018,4.36878,-0.832593,0.306796,0.283123,0,-2.15201,-1.00212,-0.107241
4.9485,4.36878,-0.824226,0.306796,0.271859,0,-2.05244,-0.949419,-0.100935
4.98659,4.36878,-0.803857,0.306796,0.268725,0,-1.95314,-0.896847,-0.0946409
5.02754,4.36878,-0.785028,0.306796,0.270497,0,-1.85415,-0.844419,-0.0883654
5.11091,4.64183,-0.671622,0.613592,0.265037,0,-1.75538,-0.792068,-0.0820858
5.17143,4.64183,-0.652109,0.613592,0.414898,0,-1.65705,-0.739947,-0.0758467
5.21772,4.64183,-0.637309,0.613592,0.415014,0,-1.55907,-0.68799,-0.0696271
5.26384,4.64183,-0.623418,0.613592,0.413379,0,-1.46145,-0.636207,-0.0634279
5.3983,4.91487,-0.624998,0.613592,0.408715,0,-1.3642,-0.584605,-0.0572507
5.43281,4.91487,-0.594711,0.613592,0.384088,0,-1.26734,-0.533175,-0.0510915
5.46882,4.91487,-0.575367,0.613592,0.357249,0,-1.17089,-0.481952,-0.0449587
5.5021,4.91487,-0.553223,0.613592,0.32972,0,-1.07485,-0.430927,-0.0388492
5.53451,4.91487,-0.531471,0.613592,0.309941,0,-0.979242,-0.380109,-0.0327652
5.57149,4.91487,-0.508493,0.613592,0.298482,0,-0.884076,-0.329503,-0.026706
5.60891,4.91487,-0.486075,0.613592,0.29023,0,-0.789367,-0.279119,-0.020673
5.65222,4.91487,-0.480135,0.613592,0.289804,0,-0.695125,-0.228979,-0.0146723
5.78484,5.18792,-0.474657,0.613592,0.290569,0,-0.601372,-0.17906,-0.00869357
5.82017,5.18792,-0.45466,0.613592,0.295451,0,-0.508106,-0.129381,-0.00274497
5.856,5.18792,-0.437935,0.613592,0.303539,0,-0.415347,-0.0799532,0.00317346
5.88619,5.18792,-0.420741,0.613592,0.308246,0,-0.323107,-0.0307805,0.00906167
6.00585,5.46097,-0.417737,0.613592,0.310776,0,-0.231404,0.018129,0.0149194
6.0338,5.46097,-0.399701,0.613592,0.318349,0,-0.140245,0.0667702,0.0207452
6.06397,5.46097,-0.384137,0.613592,0.32076,0,-0.0496409,0.115134,0.0265376
6.08961,5.46097,-0.355924,0.613592,0.322444,0,0.0403902,0.163233,0.0323002
6.12044,5.46097,-0.340914,0.613592,0.32672,0,0.129847,0.211028,0.038025
6.10364,5.46097,-0.216748,0.920388,0.323054,0,0.218617,0.258626,0.0437406
6.24789,5.73402,-0.216083,0.920388,0.471181,0,0.306874,0.305826,0.0493943
6.28405,5.73402,-0.202485,0.920388,0.46364,0,0.394515,0.352724,0.0550123
6.32113,5.73402,-0.192047,0.920388,0.463025,0,0.48153,0.399304,0.0605926
6.35282,5.73402,-0.180578,0.920388,0.458226,0,0.567915,0.44557,0.0661348
6.38164,5.73402,-0.167294,0.920388,0.444497,0,0.653656,0.491512,0.0716386
6.40951,5.73402,-0.15226,0.920388,0.416417,0,0.738741,0.537125,0.0771031
6.50377,6.00707,-0.116326,0.920388,0.566187,0.207087,0.822943,0.582326,0.0825273
6.52973,6.00707,-0.099728,0.920388,0.54103,0.207087,0.906675,0.627265,0.0879109
6.55369,6.00707,-0.068741,0.920388,0.517836,0.207087,0.989707,0.671887,0.0932587
6.672,6.28012,-0.0661143,0.920388,0.497946,0.207087,1.07205,0.716136,0.0985603
6.69535,6.28012,-0.0490945,0.920388,0.496588,0.207087,1.1537,0.760032,0.10382
6.72507,6.28012,-0.0358636,0.920388,0.498359,0.207087,1.23464,0.803564,0.109035
6.75972,6.28012,-0.00904706,0.920388,0.502396,0.207087,1.31483,0.846757,0.114213
6.79781,6.28012,0.00259451,0.920388,0.512575,0.207087,1.3943,0.889548,0.119341
6.79154,6.28012,0.122546,1.22718,0.512062,0.207087,1.47278,0.932082,0.124452
6.85257,6.28012,0.137023,1.22718,0.667438,0.207087,1.55075,0.974117,0.12949
6.8984,6.28012,0.14387,1.22718,0.662672,0.207087,1.62796,1.01576,0.13448
6.93888,6.28012,0.151121,1.22718,0.659098,0.207087,1.70441,1.05702,0.139424
7.06626,6.55317,0.154284,1.22718,0.651827,0.207087,1.78004,1.09789,0.144324
7.09117,6.55317,0.155588,1.22718,0.63906,0.207087,1.85494,1.13832,0.149168
7.10451,6.55317,0.169687,1.22718,0.608832,0.207087,1.92902,1.17838,0.153967
7.11488,6.55317,0.186559,1.22718,0.585126,0.207087,2.00231,1.21803,0.15872
7.11708,6.55317,0.219247,1.22718,0.56469,0.207087,2.07472,1.25729,0.163429
7.1267,6.55317,0.23847,1.22718,0.549171,0.207087,2.14638,1.29612,0.168084
7.23698,6.82621,0.253902,1.22718,0.538723,0.207087,2.21714,1.33454,0.172692
7.25136,6.82621,0.272382,1.22718,0.536129,0.207087,2.28715,1.37253,0.177246
7.27004,6.82621,0.292083,1.22718,0.540554,0.207087,2.3563,1.41009,0.18175
7.28959,6.82621,0.308271,1.22718,0.543949,0.207087,2.42461,1.44721,0.1862
7.40535,7.09926,0.311207,1.22718,0.545562,0.207087,2.49207,1.4839,0.1906
7.42755,7.09926,0.326453,1.22718,0.548551,0.207087,2.55868,1.52014,0.194945
7.45417,7.09926,0.338985,1.22718,0.551681,0.207087,2.62444,1.55594,0.199237
7.48066,7.09926,0.353433,1.22718,0.551283,0.207087,2.68932,1.59129,0.203475
7.50785,7.09926,0.364687,1.22718,0.553679,0.207087,2.75333,1.62619,0.207658
7.53508,7.09926,0.375897,1.22718,0.550203,0.207087,2.81648,1.66064,0.211788
7.5649,7.09926,0.384138,1.22718,0.550993,0.207087,2.87875,1.69462,0.215862
7.59214,7.09926,0.3929,1.22718,0.547798,0.207087,2.94013,1.72815,0.21988
7.61514,7.09926,0.402238,1.22718,0.548226,0.207087,3.00063,1.76121,0.223843
7.63353,7.09926,0.412103,1.22718,0.543931,0.207087,3.06023,1.79381,0.22775
7.64795,7.09926,0.42026,1.22718,0.547654,0.207087,3.11894,1.82594,0.2316
7.65891,7.09926,0.431122,1.22718,0.548209,0.207087,3.17674,1.8576,0.235395
7.66443,7.09926,0.440776,1.22718,0.550458,0.207087,3.23365,1.88879,0.239132
7.67164,7.09926,0.447583,1.22718,0.556437,0.207087,3.28965,1.91949,0.24281
7.76768,7.37231,0.442154,1.22718,0.557499,0.207087,3.34474,1.94973,0.246434
7.7666,7.37231,0.45949,1.22718,0.56008,0.207087,3.39888,1.97951,0.250005
7.76826,7.37231,0.467355,1.22718,0.561516,0.207087,3.45213,2.00878,0.25351
7.76704,7.37231,0.484888,1.22718,0.566086,0.207087,3.50439,2.03758,0.256962
7.8641,7.64536,0.477462,1.22718,0.563485,0.207087,3.5558,2.06589,0.260352
7.8737,7.64536,0.482458,1.22718,0.56761,0.207087,3.60629,2.09369,0.263681
7.88948,7.64536,0.486759,1.22718,0.566689,0.207087,3.65586,2.12101,0.266952
7.90774,7.64536,0.490921,1.22718,0.568384,0.207087,3.70449,2.14784,0.270164
7.92487,7.64536,0.492441,1.22718,0.569959,0.207087,3.75221,2.17417,0.273314
7.9088,7.64536,0.60456,1.53398,0.568531,0.207087,3.79833,2.20019,0.276445
7.94571,7.64536,0.616799,1.53398,0.714891,0.207087,3.8441,2.22557,0.279484
7.96599,7.64536,0.61703,1.53398,0.70734,0.207087,3.889,2.25042,0.282457
7.98557,7.64536,0.617791,1.53398,0.701913,0.207087,3.93297,2.27478,0.285372
7.99875,7.64536,0.622447,1.53398,0.699442,0.207087,3.97598,2.29864,0.288226
8.00186,7.64536,0.637064,1.53398,0.672848,0.207087,4.01798,2.32203,0.291026
8.00105,7.64536,0.647785,1.53398,0.646568,0.207087,4.05911,2.3449,0.293762
8.08801,7.91841,0.643287,1.53398,0.61854,0.207087,4.09927,2.36728,0.296438
8.07651,7.91841,0.656992,1.53398,0.600795,0.207087,4.13851,2.38916,0.299056
8.06446,7.91841,0.672233,1.53398,0.591407,0.207087,4.17677,2.41055,0.301614
8.05145,7.91841,0.686478,1.53398,0.585141,0.207087,4.2141,2.43143,0.304113
8.04102,7.91841,0.699672,1.53398,0.582971,0.207087,4.25052,2.45184,0.306555
8.0349,7.91841,0.712454,1.53398,0.588284,0.207087,4.28594,2.47172,0.30893
8.03878,7.91841,0.723488,1.53398,0.595572,0.207087,4.32045,2.4911,0.311248
8.04353,7.91841,0.73441,1.53398,0.598635,0.207087,4.35401,2.50999,0.313504
8.05259,7.91841,0.744411,1.53398,0.603529,0.207087,4.38664,2.52837,0.315701
8.06098,7.91841,0.753903,1.53398,0.604393,0.207087,4.41832,2.54625,0.317836
8.06804,7.91841,0.760881,1.53398,0.602989,0.207087,4.44909,2.56363,0.319909
8.07691,7.91841,0.77888,1.53398,0.602407,0.207087,4.47882,2.58054,0.32193
8.08104,7.91841,0.783544,1.53398,0.605638,0.207087,4.50775,2.59691,0.323881
8.08175,7.91841,0.790959,1.53398,0.602611,0.207087,4.53572,2.61278,0.325772
8.08042,7.91841,0.796405,1.53398,0.605164,0.207087,4.56278,2.62815,0.327602
8.07625,7.91841,0.800234,1.53398,0.604063,0.207087,4.58895,2.64301,0.32937
8.06902,7.91841,0.825449,1.53398,0.603237,0.207087,4.61401,2.65746,0.331096
8.06059,7.91841,0.829936,1.53398,0.602603,0.207087,4.63834,2.67134,0.332744
8.05008,7.91841,0.834824,1.53398,0.607388,0.207087,4.66175,2.68471,0.334332
8.03906,7.91841,0.837791,1.53398,0.605699,0.207087,4.68427,2.69759,0.335858
8.02736,7.91841,0.84321,1.53398,0.609345,0.207087,4.70585,2.70998,0.337326
8.01392,7.91841,0.847137,1.53398,0.60914,0.207087,4.72656,2.72187,0.338733
8.00283,7.91841,0.850549,1.53398,0.6129,0.207087,4.74636,2.73327,0.340081
7.98938,7.91841,0.854756,1.53398,0.614131,0.207087,4.76527,2.74418,0.341369
8.06883,8.19146,0.842157,1.53398,0.614875,0.207087,4.78328,2.75461,0.342598
8.05579,8.19146,0.846398,1.53398,0.61629,0.207087,4.8004,2.76455,0.343768
8.04129,8.19146,0.848894,1.53398,0.613849,0.207087,4.81666,2.774,0.344878
8.0284,8.19146,0.853408,1.53398,0.617954,0.207087,4.83201,2.78298,0.345931
8.01707,8.19146,0.855886,1.53398,0.619365,0.207087,4.84651,2.79147,0.346924
8.00977,8.19146,0.858133,1.53398,0.623568,0.207087,4.86015,2.79949,0.347861
8.00951,8.19146,0.859642,1.53398,0.622562,0.207087,4.87294,2.80704,0.348741
8.01028,8.19146,0.861167,1.53398,0.627199,0.207087,4.88484,2.8141,0.349561
8.01339,8.19146,0.861549,1.53398,0.629742,0.207087,4.89585,2.82069,0.35032
8.01764,8.19146,0.868608,1.53398,0.627223,0.207087,4.90598,2.82684,0.351032
7.93091,7.91841,0.887724,1.53398,0.635937,0.207087,4.91534,2.83251,0.351682
7.93043,7.91841,0.888865,1.53398,0.634384,0.207087,4.92384,2.83771,0.352274
7.929,7.91841,0.890175,1.53398,0.639537,0.207087,4.9315,2.84244,0.35281
7.92454,7.91841,0.892428,1.53398,0.63604,0.207087,4.93835,2.84672,0.353291
7.91965,7.91841,0.891903,1.53398,0.638961,0.207087,4.94439,2.85054,0.353714
7.90579,7.91841,0.895447,1.53398,0.637147,0.207087,4.94959,2.8539,0.354083
7.88479,7.91841,0.900042,1.53398,0.636215,0.207087,4.95398,2.85683,0.354398
7.86139,7.91841,0.902723,1.53398,0.641645,0.207087,4.95759,2.85929,0.354656
7.83514,7.91841,0.908178,1.53398,0.64224,0.207087,4.96039,2.86133,0.354863
7.8095,7.91841,0.911448,1.53398,0.648933,0.207087,4.96241,2.86291,0.355013
7.78208,7.91841,0.924967,1.53398,0.648684,0.207087,4.96356,2.8641,0.35512
7.75941,7.91841,0.918707,1.53398,0.653529,0.207087,4.96413,2.86477,0.355156
7.73723,7.91841,0.921951,1.53398,0.653256,0.207087,4.96381,2.86505,0.355146
7.71767,7.91841,0.925145,1.53398,0.657124,0.207087,4.96275,2.8649,0.355086
7.70125,7.91841,0.92782,1.53398,0.655598,0.207087,4.96093,2.86433,0.354974
7.68138,7.91841,0.931715,1.53398,0.656695,0.207087,4.95836,2.86335,0.354811
7.66829,7.91841,0.924251,1.53398,0.657377,0.207087,4.95517,2.8619,0.354589
7.65576,7.91841,0.92636,1.53398,0.654756,0.207087,4.9511,2.86008,0.354321
7.55674,7.64536,0.944022,1.53398,0.661338,0.207087,4.94636,2.85784,0.354004
7.57044,7.64536,0.837906,1.22718,0.662617,0.207087,4.94187,2.85495,0.353592
7.55847,7.64536,0.837971,1.22718,0.517485,0.207087,4.93571,2.85191,0.353176
7.54834,7.64536,0.839214,1.22718,0.518523,0.207087,4.92888,2.84848,0.352716
7.53798,7.64536,0.839847,1.22718,0.523854,0.207087,4.92129,2.84463,0.3522
7.52303,7.64536,0.840928,1.22718,0.53393,0.207087,4.91304,2.84041,0.351639
7.50338,7.64536,0.840524,1.22718,0.552112,0.207087,4.90411,2.83579,0.35103
7.3947,7.37231,0.853028,1.22718,0.589628,0.207087,4.89459,2.83079,0.350373
7.37179,7.37231,0.845994,1.22718,0.620238,0.207087,4.88439,2.8254,0.349667
7.34721,7.37231,0.835129,1.22718,0.643138,0.207087,4.8736,2.81962,0.348914
7.3233,7.37231,0.825362,1.22718,0.659958,0.207087,4.86216,2.81347,0.348114
7.29871,7.37231,0.816719,1.22718,0.674749,0.207087,4.85007,2.80695,0.347267
7.27248,7.37231,0.807326,1.22718,0.677939,0.207087,4.8374,2.80007,0.346376
7.24404,7.37231,0.796464,1.22718,0.681929,0.207087,4.82413,2.79281,0.345439
7.21338,7.37231,0.787197,1.22718,0.680425,0.207087,4.81025,2.78521,0.344458
7.18309,7.37231,0.781223,1.22718,0.680257,0.207087,4.79575,2.77727,0.343437
7.15421,7.37231,0.773207,1.22718,0.675491,0.207087,4.78068,2.76898,0.342372
7.12691,7.37231,0.765418,1.22718,0.674721,0.207087,4.76504,2.76036,0.341266
7.10113,7.37231,0.758073,1.22718,0.670082,0.207087,4.74883,2.7514,0.34012
7.07615,7.37231,0.750904,1.22718,0.667389,0.207087,4.73206,2.74212,0.338933
6.97062,7.09926,0.763678,1.22718,0.67254,0.207087,4.7147,2.73252,0.337708
6.95196,7.09926,0.755782,1.22718,0.669659,0.207087,4.69684,2.72259,0.336443
6.93312,7.09926,0.75035,1.22718,0.671735,0.207087,4.6784,2.71236,0.33514
6.91666,7.09926,0.742296,1.22718,0.668703,0.207087,4.65948,2.70182,0.333799
6.90004,7.09926,0.736064,1.22718,0.671659,0.207087,4.64,2.69097,0.33242
6.87993,7.09926,0.730156,1.22718,0.668522,0.207087,4.62003,2.67983,0.331006
6.8538,7.09926,0.722814,1.22718,0.670484,0.207087,4.59957,2.66838,0.329552
6.82664,7.09926,0.718507,1.22718,0.66752,0.207087,4.57861,2.65666,0.328065
6.71303,6.82621,0.733815,1.22718,0.673944,0.207087,4.55717,2.64465,0.326543
6.68682,6.82621,0.727603,1.22718,0.671974,0.207087,4.53529,2.63235,0.324985
6.67287,6.82621,0.616667,0.920388,0.678872,0.207087,4.51387,2.61953,0.32335
6.64565,6.82621,0.615043,0.920388,0.530815,0.207087,4.49104,2.6067,0.321726
6.61949,6.82621,0.615458,0.920388,0.532285,0.207087,4.46777,2.59362,0.320072
6.59017,6.82621,0.609295,0.920388,0.538431,0.207087,4.44414,2.58025,0.318382
6.55608,6.82621,0.61305,0.920388,0.546446,0.207087,4.41996,2.56665,0.316663
6.52341,6.82621,0.602745,0.920388,0.563478,0.207087,4.39552,2.55277,0.314908
6.48976,6.82621,0.595819,0.920388,0.593572,0.207087,4.37063,2.53866,0.313125
6.37996,6.55317,0.604432,0.920388,0.626602,0.207087,4.34533,2.52431,0.311312
6.34931,6.55317,0.5924,0.920388,0.649751,0.207087,4.3197,2.50971,0.309466
6.32142,6.55317,0.580625,0.920388,0.66455,0.207087,4.2937,2.49487,0.307592
6.29221,6.55317,0.567884,0.920388,0.676394,0.207087,4.26736,2.47981,0.305689
6.27156,6.55317,0.554181,0.920388,0.678064,0.207087,4.24067,2.46453,0.303757
6.24445,6.55317,0.540022,0.920388,0.680082,0.207087,4.21366,2.44903,0.301799
6.21468,6.55317,0.529758,0.920388,0.674939,0.207087,4.18628,2.43333,0.299815
6.18617,6.55317,0.517851,0.920388,0.673852,0.207087,4.15862,2.41742,0.297806
6.07621,6.28012,0.525708,0.920388,0.671174,0.207087,4.13065,2.40132,0.295773
6.04682,6.28012,0.51768,0.920388,0.671151,0.207087,4.10235,2.38503,0.293718
6.02598,6.28012,0.399645,0.613592,0.669789,0.207087,4.07463,2.36831,0.291597
6.00227,6.28012,0.393382,0.613592,0.518161,0.207087,4.04575,2.35166,0.289496
5.97563,6.28012,0.384394,0.613592,0.527091,0.207087,4.01661,2.33483,0.287372
5.94665,6.28012,0.378347,0.613592,0.531602,0.207087,3.98719,2.31783,0.285228
5.91471,6.28012,0.372225,0.613592,0.542315,0.207087,3.95751,2.30067,0.283064
5.88127,6.28012,0.361762,0.613592,0.566946,0.207087,3.92763,2.28335,0.28088
5.8471,6.28012,0.34932,0.613592,0.592585,0.207087,3.8975,2.26587,0.278675
5.73446,6.00707,0.353817,0.613592,0.622894,0.207087,3.86716,2.24823,0.27645
5.70355,6.00707,0.338723,0.613592,0.648728,0.207087,3.8366,2.23045,0.274207
5.67249,6.00707,0.322667,0.613592,0.669776,0.207087,3.80586,2.21252,0.271944
5.64641,6.00707,0.306811,0.613592,0.681973,0.207087,3.7749,2.19445,0.269664
5.62501,6.00707,0.290758,0.613592,0.686121,0.207087,3.74377,2.17626,0.267369
5.59735,6.00707,0.274972,0.613592,0.68457,0.207087,3.71248,2.15794,0.265056
5.51069,5.73402,0.276267,0.613592,0.685181,0.207087,3.68099,2.13951,0.26273
5.48035,5.73402,0.265526,0.613592,0.679496,0.207087,3.64934,2.12097,0.26039
5.451,5.73402,0.252554,0.613592,0.677374,0.207087,3.61757,2.10231,0.258036
5.42223,5.73402,0.242163,0.613592,0.674801,0.207087,3.58564,2.08356,0.25567
5.39338,5.73402,0.232331,0.613592,0.668376,0.207087,3.55358,2.06472,0.253293
5.36241,5.73402,0.223132,0.613592,0.669675,0.207087,3.52139,2.04578,0.250904
5.32877,5.73402,0.217415,0.613592,0.666916,0.207087,3.48907,2.02677,0.248505
5.21928,5.46097,0.12228,0.306796,0.676489,0.207087,3.4574,2.00747,0.246062
5.18783,5.46097,0.118986,0.306796,0.530088,0.207087,3.42487,1.9883,0.243644
5.15451,5.46097,0.114583,0.306796,0.542784,0.207087,3.39226,1.96905,0.241216
5.12276,5.46097,0.107328,0.306796,0.54868,0.207087,3.35959,1.94974,0.238779
5.09238,5.46097,0.101312,0.306796,0.561384,0.207087,3.32683,1.93037,0.236336
4.98625,5.18792,0.113906,0.306796,0.587796,0.207087,3.29401,1.91096,0.233887
4.952,5.18792,0.101605,0.306796,0.615492,0.207087,3.26116,1.89148,0.231428
4.91231,5.18792,0.0880922,0.306796,0.645476,0.207087,3.22829,1.87194,0.228963
4.87732,5.18792,0.0759062,0.306796,0.661772,0.207087,3.19538,1.85237,0.226492
4.84313,5.18792,0.0618051,0.306796,0.678547,0.207087,3.16247,1.83275,0.224014
4.80943,5.18792,0.0488505,0.306796,0.683181,0.207087,3.12954,1.8131,0.221533
4.77618,5.18792,0.0372188,0.306796,0.684467,0.207087,3.09659,1.79342,0.219047
4.73781,5.18792,0.0281562,0.306796,0.685851,0.207087,3.06365,1.77372,0.216559
4.70136,5.18792,0.0192751,0.306796,0.678504,0.207087,3.03071,1.75401,0.214069
4.59014,4.91487,0.0292572,0.306796,0.68122,0.207087,2.9978,1.73428,0.211577
4.55942,4.91487,0.0202788,0.306796,0.675019,0.207087,2.96491,1.71455,0.209084
4.52783,4.91487,0.0136539,0.306796,0.677556,0.207087,2.93204,1.69482,0.206592
4.50171,4.91487,0.00385982,0.306796,0.675168,0.207087,2.89923,1.67509,0.2041
4.47361,4.91487,-0.00312363,0.306796,0.674271,0.207087,2.86645,1.65537,0.201609
4.44735,4.91487,-0.0137572,0.306796,0.681018,0.207087,2.83374,1.63566,0.199117
4.33877,4.64183,-0.000551846,0.306796,0.689443,0.207087,2.80107,1.61596,0.196627
4.30753,4.64183,-0.00676011,0.306796,0.689348,0.207087,2.76848,1.59628,0.194141
4.27687,4.64183,-0.0149982,0.306796,0.692947,0.207087,2.73598,1.57663,0.191656
4.24813,4.64183,-0.0210911,0.306796,0.692274,0.207087,2.70356,1.55701,0.189176
4.21783,4.64183,-0.0265546,0.306796,0.694394,0.207087,2.67123,1.53742,0.186699
4.1859,4.64183,-0.0311037,0.306796,0.684101,0.207087,2.63901,1.51787,0.184229
4.15305,4.64183,-0.143348,0,0.682712,0.207087,2.60743,1.49822,0.181739
4.1198,4.64183,-0.142234,0,0.533556,0.207087,2.57541,1.47877,0.179279
4.00995,4.36878,-0.125109,0,0.535465,0.207087,2.54352,1.45935,0.176824
3.97622,4.36878,-0.127634,0,0.543611,0.207087,2.51177,1.44,0.174375
3.94599,4.36878,-0.131363,0,0.545875,0.207087,2.48015,1.4207,0.171934
3.91393,4.36878,-0.13751,0,0.568581,0.207087,2.44868,1.40146,0.1695
3.88392,4.36878,-0.148638,0,0.592101,0.207087,2.41737,1.38228,0.167073
3.85226,4.36878,-0.159209,0,0.624417,0.207087,2.38622,1.36318,0.164655
3.82166,4.36878,-0.170542,0,0.642936,0.207087,2.35525,1.34414,0.162245
3.71898,4.09573,-0.163811,0,0.656673,0.207087,2.32446,1.32518,0.159845
3.68623,4.09573,-0.172941,0,0.668832,0.207087,2.29384,1.3063,0.157454
3.6583,4.09573,-0.17949,0,0.668654,0.207087,2.26339,1.2875,0.155073
3.63184,4.09573,-0.187651,0,0.671239,0.207087,2.23313,1.26879,0.152702
3.60622,4.09573,-0.19234,0,0.663535,0.207087,2.20306,1.25018,0.150345
3.58071,4.09573,-0.197582,0,0.66278,0.207087,2.17318,1.23167,0.147998
3.55885,4.09573,-0.202607,0,0.654523,0.207087,2.14352,1.21325,0.145665
3.44719,3.82268,-0.183283,0,0.650516,0.207087,2.11405,1.19494,0.143345
3.42568,3.82268,-0.189502,0,0.652668,0.207087,2.08481,1.17674,0.141037
3.39808,3.82268,-0.191959,0,0.648419,0.207087,2.05578,1.15864,0.138743
3.37314,3.82268,-0.195306,0,0.653887,0.207087,2.02697,1.14066,0.136463
3.34898,3.82268,-0.201117,0,0.655044,0.207087,1.99842,1.12279,0.134199
3.25148,3.54963,-0.185982,0,0.656287,0.207087,1.97008,1.10505,0.131948
3.22436,3.54963,-0.188638,0,0.661221,0.207087,1.94198,1.08742,0.129712
3.19766,3.54963,-0.193696,0,0.658516,0.207087,1.91415,1.06992,0.127492
3.1714,3.54963,-0.19612,0,0.662982,0.207087,1.88655,1.05255,0.125288
3.14603,3.54963,-0.200537,0,0.659798,0.207087,1.85922,1.03531,0.1231
3.11647,3.54963,-0.201506,0,0.6631,0.207087,1.83214,1.0182,0.120929
3.08493,3.54963,-0.203884,0,0.658567,0.207087,1.80533,1.00123,0.118775
3.05362,3.54963,-0.206176,0,0.661311,0.207087,1.77879,0.984402,0.116638
3.02146,3.54963,-0.207563,0,0.653266,0.207087,1.75253,0.967715,0.114519
2.91888,3.27658,-0.189303,0,0.656759,0.207087,1.72654,0.951173,0.112419
2.89199,3.27658,-0.1914,0,0.651286,0.207087,1.70083,0.934777,0.110336
2.86818,3.27658,-0.194357,0,0.652097,0.207087,1.67541,0.918531,0.108272
2.84626,3.27658,-0.197353,0,0.648728,0.207087,1.65027,0.902437,0.106227
2.82494,3.27658,-0.20042,0,0.650399,0.207087,1.62543,0.886498,0.104202
2.79772,3.27658,-0.201734,0,0.646912,0.207087,1.60088,0.870717,0.102196
2.77208,3.27658,-0.203328,0,0.648591,0.207087,1.57663,0.855095,0.10021
2.74508,3.27658,-0.20434,0,0.650778,0.207087,1.55268,0.839633,0.0982433
2.66707,3.00353,-0.192362,0,0.64482,0.207087,1.52904,0.824339,0.0963002
2.64702,3.00353,-0.193947,0,0.651291,0.207087,1.5057,0.809208,0.0943757
2.62315,3.00353,-0.194771,0,0.649817,0.207087,1.48268,0.794245,0.0924723
2.59504,3.00353,-0.194183,0,0.652205,0.207087,1.45996,0.779452,0.0905901
2.58031,3.00353,-0.196903,0,0.65025,0.207087,1.43757,0.764831,0.0887295
2.55566,3.00353,-0.197001,0,0.653789,0.207087,1.41549,0.750383,0.0868907
2.52786,3.00353,-0.304446,-0.306796,0.653428,0.207087,1.39399,0.736115,0.0850741
2.42765,2.73049,-0.280184,-0.306796,0.504014,0.207087,1.37255,0.722024,0.0832808
2.40815,2.73049,-0.278874,-0.306796,0.507911,0.207087,1.35144,0.708111,0.0815091
2.38232,2.73049,-0.276011,-0.306796,0.516707,0.207087,1.33065,0.694377,0.0797601
2.35772,2.73049,-0.273961,-0.306796,0.5207,0.207087,1.31019,0.680826,0.0780335
2.33425,2.73049,-0.274835,-0.306796,0.541122,0.207087,1.29006,0.667458,0.0763312
2.30642,2.73049,-0.279457,-0.306796,0.574611,0.207087,1.27027,0.654275,0.074651
2.28157,2.73049,-0.28778,-0.306796,0.60128,0.207087,1.25082,0.641279,0.0729943
2.25163,2.73049,-0.29434,-0.306796,0.627349,0.207087,1.23172,0.628472,0.0713609
2.22338,2.73049,-0.299749,-0.306796,0.640862,0.207087,1.21295,0.615853,0.0697509
2.19752,2.73049,-0.303386,-0.306796,0.655283,0.207087,1.19452,0.603424,0.0681648
2.17375,2.73049,-0.306221,-0.306796,0.656235,0.207087,1.17643,0.591187,0.0666029
2.08157,2.45744,-0.289411,-0.306796,0.651761,0.207087,1.15868,0.579143,0.0650661
2.06273,2.45744,-0.28831,-0.306796,0.650603,0.207087,1.14126,0.56729,0.0635526
2.04678,2.45744,-0.287788,-0.306796,0.64515,0.207087,1.12418,0.555631,0.0620636
2.03196,2.45744,-0.286792,-0.306796,0.637532,0.207087,1.10745,0.544168,0.0606001
2.01855,2.45744,-0.284365,-0.306796,0.634031,0.207087,1.09105,0.532898,0.0591601
2.00241,2.45744,-0.281128,-0.306796,0.636083,0.207087,1.075,0.521825,0.0577454
1.98379,2.45744,-0.277706,-0.306796,0.63153,0.207087,1.05929,0.510949,0.0563555
1.9613,2.45744,-0.271246,-0.306796,0.633424,0.207087,1.04392,0.500268,0.0549904
1.93942,2.45744,-0.265087,-0.306796,0.636396,0.207087,1.0289,0.489785,0.0536502
1.91787,2.45744,-0.259141,-0.306796,0.643089,0.207087,1.01422,0.479501,0.0523352
1.90075,2.45744,-0.254671,-0.306796,0.641629,0.207087,0.999887,0.469416,0.0510453
1.80275,2.18439,-0.230133,-0.306796,0.647557,0.207087,0.985897,0.459529,0.0497806
1.78593,2.18439,-0.225546,-0.306796,0.646569,0.207087,0.972254,0.449843,0.0485406
1.77214,2.18439,-0.221975,-0.306796,0.645173,0.207087,0.958952,0.440356,0.0473276
1.76379,2.18439,-0.219532,-0.306796,0.647898,0.207087,0.945996,0.43107,0.0461388
1.75102,2.18439,-0.215861,-0.306796,0.642741,0.207087,0.933383,0.421983,0.0449754
1.73511,2.18439,-0.21162,-0.306796,0.642872,0.207087,0.921112,0.413097,0.0438375
1.71631,2.18439,-0.206392,-0.306796,0.633371,0.207087,0.909182,0.404412,0.042726
1.6981,2.18439,-0.20081,-0.306796,0.63256,0.207087,0.897594,0.395927,0.0416394
1.6757,2.18439,-0.194074,-0.306796,0.627427,0.207087,0.886346,0.387642,0.0405777
1.57678,1.91134,-0.170395,-0.306796,0.629559,0.207087,0.875442,0.37956,0.0395419
